Title,Rating,Rating Number,Review,Price,Store,Categories,Processor,Hard Drive,Graphics Coprocessor,Operating System,Item Weight,Product Dimensions,Color,Number of Processors,Memory Storage Capacity,Screen Size,RAM Memory Installed Size,CPU Model
"Intel Core i3-7100  7th Gen Core Desktop Processor 3M Cache,3.90 GHz (BX80677I37100)",4.6,1155,"Lightning responsiveness. Graphics Base Frequency 350 MHz, Work effortlessly, Security protection",97.54,Intel,"Electronics, Computers & Accessories, Computer Components, Internal Components, CPU Processors",3.9 GHz core_i3,,,,3.17 ounces,14.48 x 5.07 x 4.92 inches,,2,,,,Core i3
"Intel BOXNUC8i3CYSM1 NUC 8 Home, a Mini PC with Windows 10",4.2,152,"Featuring Intel’s 8th Generation Intel Core i3-8121U, you can easily tuck this 4 x 4 inch Mini PC out of sight in your living or family room, Radeon 540 discrete graphics with 2GB GDDR5 graphics memory gives you picture perfect performance for playing your favorite eSports games, streaming movies, or viewing photos, 8 GB of LPDDR4 memory and a 1 TB SATA HDD installed along with an empty M.2 2280 slot where you can add an SSD, or an Intel Optane Memory module for even more performance, Windows 10 Home pre-installed, 2 - HDMI 2.0b display ports, 4 - USB 3.1 ports, Intel Wireless-AC 2x2 802.11ac + Bluetooth v5, Intel Gigabit LAN, SD Card slot, 3.5mm headphone/microphone jack, Kensington lock support",359,Intel,"Electronics, Computers & Accessories, Computers & Tablets, Desktops, Minis",2.2 GHz core_i3,1000 GB HDD,Radeon 540,Windows 10 Home,3.03 pounds,6.1 x 5 x 4.6 inches,,1,8 GB,1,8 GB,Core i3
"Intel NUC NUC7i5BNK Mini PC/HTPC, Intel Dual-Core i5-7260U Upto 3.4GHz, 8GB DDR4, 256GB SSD, WiFi, Bluetooth, Thunderbolt 3, 4k Support, Dual Monitor Capable, Windows 10 Pro (8 Ram + 256GB SSD)",3.9,20,"Intel NUC NUC7i5BNK Mini PC/HTPC With All New Parts Assembled, 7th Generation Intel Dual-Core i5-7260U 2.2GHz With Turbo Boost Upto 3.4GHz, 4MB Cache, 8GB DDR4 2133MHz, 256GB Solid State Drive m.2 SATA, Intel Iris Plus Graphics 640, Wifi, Bluetooth 4.2, Gigabit Ethernet, 4k Support, Card Reader, Dual Monitor Capable, Windows 10 Professional 64Bit, 1x Thunderbolt 3, 4x USB 3.0, 1x HDMI, 1x Headphone/Microphone Combo Jack",None,Craving Savings,"Electronics, Computers & Accessories, Computers & Tablets, Desktops, Minis",2.2 GHz core_i5,SSD,Intel Iris Plus Graphics 640,Windows 10 Pro,2 pounds,4.5 x 1.4 x 4.4 inches,Silver/Black,2,256 GB,,8 GB,Core i5
Intel Core i3-9100F Desktop Processor 4 Core Up to 4.2 GHz Without Processor Graphics LGA1151 300 Series 65W (Renewed),3.9,11,"4 Cores /4 Threads, Up to 4.2 GHz. Total Storage size=512 GB. Max TDP = 65 W., Discrete graphics required, Compatible with Intel 300 Series chipset based motherboards, Bios update may be required for motherboard compatibility",None,Amazon Renewed,"Electronics, Computers & Accessories, Computer Components, Internal Components, CPU Processors",,,,,10.8 ounces,4.57 x 2.76 x 3.98 inches,,,,,,Core i3
Intel Core i9-10900K Desktop Processor 10 Cores up to 5.3 GHz Unlocked  LGA1200 (Intel 400 Series Chipset) 125W,4.7,1132,"10 Cores / 20 Threads, Socket type LGA 1200, Up to 5. 3 GHz unlocked, Compatible with Intel 400 series chipset based motherboards, Intel Turbo Boost Max Technology 3. 0 support, Intel Optane Memory support",319.99,Intel,"Electronics, Computers & Accessories, Computer Components, Internal Components, CPU Processors",3.7 GHz core_i9,,,,2.64 ounces,3.54 x 5.24 x 6.1 inches,,10,,,,Core i9
"Intel Core i7-4790K Processor (8M Cache, up to 4.40 GHz) BX80646I74790K",4.7,2983,"Intel Rapid Storage Technology, Processor with Unlocked Clock Multiplier, Quick Sync Video enabling faster video conversion, Socket Type FCLGA1150",97.95,Intel,"Electronics, Computers & Accessories, Computer Components, Internal Components, CPU Processors",,,,,11.2 ounces,4.41 x 3.11 x 4.61 inches,,,,,,Core i7
Intel CM8068403358316 Core i7-8700 Hexa-core (6 Core) 3.2GHz Processor Socket H4 LGA-1151OEM Pack,4.1,13,,357.04,Intel,"Electronics, Computers & Accessories, Computer Components, Internal Components, CPU Processors",,,,,11.2 ounces,,,,,,,Core i7
"Intel Core i9-13900KF Desktop Processor 24 cores (8 P-cores + 16 E-cores) 36M Cache, up to 5.8 GHz",4.6,119,"24 cores (8 P-cores + 16 E-cores) and 32 threads, Performance hybrid architecture integrates two core microarchitectures, prioritizing and distributing workloads to optimize performance, Up to 5.8 GHz unlocked. 36M Cache, Compatible with Intel 600 series and 700 series chipset-based motherboards, Turbo Boost Max Technology 3.0, and PCIe 5.0 & 4.0 support. Intel Optane Memory support. No thermal solution included. Discrete graphics required",546.49,Intel,"Electronics, Computers & Accessories, Computer Components, Internal Components, CPU Processors",5.8 GHz intel_core_i9,,,,3.21 ounces,9.17 x 4.65 x 4.21 inches,,1,,,,Intel Core i9
Intel Corp. BX80662I36100T Core i3 6100T Processor LV,4.5,42,"Boxed Intel Core i3-6100T Processor (3M Cache, 3, Design that delivers high availability, scalability, and for maximum flexibility and price/performance, Made in China",110,Intel,"Electronics, Computers & Accessories, Computer Components, Internal Components, CPU Processors",3.2 GHz core_i3,,,,10.4 ounces,3.9 x 3.7 x 2.3 inches,,2,,,,Core i3
"Intel Socket 1156/Intel H57/A&GbE/Mini-ITX Motherboard, Retail BOXDH57JG",4,10,"The Intel DH57JG Media Series Mini-ITX Motherboard Supports up to 8 GB of dual-channel DDR3 memory at 1333, This desktop motherboard supports Intel Core i5, Core i3 and Pentium G6950 processors with an LGA1156 socket., Mini-ITX form factor (6.7""x6.7"") delivers great performance in a small size, Expandable with: five SATA ports (3.0 Gb/s): four internal and one eSATA on the back panel, 12 USB 2.0 ports, This board supports over-clocking and comes with a robust suite of software, Its integrated intel HD graphics controler supports onboard video using an intel processor with graphics capabilities.",None,Intel,"Electronics, Computers & Accessories, Computer Components, Internal Components, Motherboards",,,,,1.5 pounds,6.75 x 6.75 x 2 inches,,,8 GB,,,Pentium
"Intel Core i7-4790K Processor (8M Cache, up to 4.40 GHz) BX80646I74790K",4.7,2983,"Intel Rapid Storage Technology, Processor with Unlocked Clock Multiplier, Quick Sync Video enabling faster video conversion, Socket Type FCLGA1150",97.95,Intel,"Electronics, Computers & Accessories, Computer Components, Internal Components, CPU Processors",,,,,11.2 ounces,4.41 x 3.11 x 4.61 inches,,,,,,Core i7
Intel Core i7-9700K Desktop Processor & MSI Z390-A PRO LGA1151 (Intel 8th and 9th Gen) M.2 USB 3.1 Gen 2 DDR4 HDMI DP CFX Dual Gigabit LAN ATX Z390 Gaming Motherboard,4.9,29,,None,Intel,"Electronics, Computers & Accessories, Computer Components, Internal Components, Motherboards",3.6 GHz core_i7,,,,,,,14,,,,Core i7
Intel PRO/1000 PT Quad Port LP Server Adapter,4,22,New,80,Intel,"Electronics, Computers & Accessories, Computer Components, Internal Components, Network Cards",,,,"Linux,Windows 2000",0.23 Kilograms,7.3 x 4.6 x 0.9 inches,,,,,,
"Intel NUC NUC7i5BNK Mini PC/HTPC, Intel Dual-Core i5-7260U Upto 3.4GHz, 16GB DDR4, 256GB SSD, WiFi, Bluetooth, Thunderbolt 3, 4k Support, Dual Monitor Capable, Windows 10 Pro (16GB Ram + 256GB SSD)",4.6,6,"Intel NUC NUC7i5BNK Mini PC/HTPC With All New Parts Assembled, 7th Generation Intel Dual-Core i5-7260U 2.2GHz With Turbo Boost Upto 3.4GHz, 4MB Cache, 16GB DDR4 2133MHz, 256GB Solid State Drive m.2 SATA, Intel Iris Plus Graphics 640, Wifi, Bluetooth 4.2, Gigabit Ethernet, 4k Support, Card Reader, Dual Monitor Capable, Windows 10 Professional 64Bit, 1x Thunderbolt 3, 4x USB 3.0, 1x HDMI, 1x Headphone/Microphone Combo Jack",None,Craving Savings,"Electronics, Computers & Accessories, Computers & Tablets, Desktops, Minis",2.2 GHz core_i5,256 GB SSD,Intel Iris Plus Graphics 640,Windows 10 Pro,2 pounds,4.5 x 1.4 x 4.4 inches,Silver/Black,2,256 GB,,16 GB,Core i5
Intel Core i7-4930K Processor - BX80633I74930K,4.1,185,"SSE4 / SSE4.1 + SSE4.2 / Streaming SIMD Extensions 4, AES / Advanced Encryption Standard instructions, EM64T / Extended Memory 64 technology / Intel 64 / Execute Disable Bit / Intel VT-x",165,Intel,"Electronics, Computers & Accessories, Computer Components, Internal Components, CPU Processors",3.4 GHz core_i7,,,,5.6 ounces,9.5 x 5.6 x 6 inches,,6,,,,Core i7
Intel PRO/1000 PT Quad Port LP Server Adapter,4,22,New,80,Intel,"Electronics, Computers & Accessories, Computer Components, Internal Components, Network Cards",,,,"Linux,Windows 2000",0.23 Kilograms,7.3 x 4.6 x 0.9 inches,,,,,,
Intel Core i5-9600K Desktop Processor 6 Cores up to 4.6 GHz Turbo unlocked LGA1151 300 Series 95W,4.8,8089,"6 Cores / 6 Threads, 3.70 GHz up to 4.60 GHz / 9 MB Cache, Compatible only with Motherboards based on Intel 300 Series Chipsets, Intel Optane Memory Supported, Intel UHD Graphics 630",149.88,Intel,"Electronics, Computers & Accessories, Computer Components, Internal Components, CPU Processors",3.7 GHz core_i5,,,,2.4 ounces,4.57 x 3.98 x 2.76 inches,,6,,,,Core i5
Intel Core i9-11900K Desktop Processor 8 Cores up to 5.3 GHz with ROG Strix Z590-E Gaming WiFi 6E LGA 1200(Intel® 11th/10th Gen) ATX Gaming Motherboard,5,5,"The processor features Socket LGA-1200 socket for installation on the PCB, 16 MB of L3 cache rapidly retrieves the most used data available to improve system performance, Intel LGA 1200 socket: Designed to unleash the maximum performance of 11th Gen Intel Core processors, AI Motherboard : AI Overclocking, AI cooling, AI networking and AI noise cancelation",None,Intel,"Electronics, Computers & Accessories, Computer Components, Internal Components, CPU Processors",,,,,,,,8,,,,
Intel Core i7-10700KF Desktop Processor 8 Cores up to 5.1 GHz Unlocked Without Processor Graphics LGA1200 (Intel 400 Series chipset) 125W,4.8,863,"8 Cores / 16 Threads, Socket Type LGA 1200, Up to 5.1 GHz Unlocked, Compatible with Intel 400 series chipset based motherboards, Intel turbo boost max technology 3.0 support, Intel Optane Memory Support. No ECC Memory Supported, Configurable TDP-down 95 W",278.51,Intel,"Electronics, Computers & Accessories, Computer Components, Internal Components, CPU Processors",3.8 GHz core_i7,,,,2.08 ounces,4.5 x 4 x 2 inches,,8,,,,Core i7
Intel Xeon i7-4790 SR1QF 4-Core 3.6GHz 8MB LGA 1150 Processor (Renewed),4.1,15,"2 GT/s, 3.6 Ghz, 4 Cores, 8 Cores in Hyperthreading mode, Package Weight, 2.0 pounds",77.5,Amazon Renewed,"Electronics, Computers & Accessories, Computer Components, Internal Components, CPU Processors",3.6 GHz Quad_Core_Xeon,,,,2 pounds,6 x 6 x 3 inches,,4,,,,Quad Core Xeon
Intel Core i9-9900KS Desktop Processor 8 Cores up to 5.0GHz All-Core Turbo Unlocked LGA1151 Z390 127W,4.5,129,"Protection plan Offering peace of mind when overclocking select unlocked Intel Core processors, Allows you to claim a replacement Processor in the unlikely event of your Processor failing due to overclocking, Take advantage of the additional performance headroom of select unlocked Intel Core processors",None,Intel,"Electronics, Computers & Accessories, Computer Components, Internal Components, CPU Processors",5 GHz core_i9,,,,1.74 pounds,1.97 x 3.94 x 3.94 inches,,8,,,,Core i9
Intel Core i7-3770 Quad-Core Processor 3.4 GHz 4 Core LGA 1155 - BX80637I73770,4.5,565,"Model: Intel Core i7 Processor i7-3770, Clock Speed: 3.4 GHz, Max Turbo Frequency: 3.9 GHz, DMI: 5 GT/s, Intel Smart Cache: 8 MB, Max Memory Bandwidth:?25.6 GB/s, Graphics Base Frequency: 650 MHz",60,Intel,"Electronics, Computers & Accessories, Computer Components, Internal Components, CPU Processors",3.4 GHz core_i7,,,,14.7 ounces,5 x 5.7 x 3.2 inches,,4,,,,Core i7
Intel Boxed Core I5-6400 FC-LGA14C 2.70 Ghz 6 M Processor Cache 4 LGA 1151 BX80662I56400,4.6,542,"LGA 1151, DDR4 & DDR3L Support, Display Resolution up to 4096x2304, Intel Turbo Boost Technology, Compatible with Intel 100 Series Chipset motherboards",310.95,Intel,"Electronics, Computers & Accessories, Computer Components, Internal Components, CPU Processors",2.7 GHz core_i5,,,,10.4 ounces,4.6 x 4.2 x 3.3 inches,,4,,,,Core i5
Intel Core i9-10900F Desktop Processor 10 Cores up to 5.2 GHz Without Processor Graphics LGA 1200 (Intel 400 Series chipset) 65W (Renewed),5,1,,252.49,Amazon Renewed,"Electronics, Computers & Accessories, Computer Components, Internal Components, CPU Processors",,,,,11.2 ounces,4.6 x 4.2 x 3.2 inches,,,,,,
Intel Core i5-2520M SR048 2.5GHz 3MB Dual-core Mobile CPU Processor Socket G2 988-pin,4.6,8,"Base clock is 2.5 GHz and Turbo is 3.2 GHz, Bus speed: 5 GT/s DMI, Clock multiplier: 25, Socket G2, 2 cores, 4 threads, L2 cache: 2 x 256 KB , L3 cache: 3MB, GPU Type: HD 3000, Power: 35 Watt, Warranty:3 month",12.97,Intel,"Electronics, Computers & Accessories, Computer Components, Internal Components, CPU Processors",,,,,0.352 ounces,,,,,,,
Intel Core i5-8400 Desktop Processor 6 Cores up to 4.0 GHz LGA 1151 300 Series 65W,4.8,2874,"Intel UHD Graphics 630, Compatible only with Motherboards based on Intel 300 Series Chipsets, 6 Cores / 12 Threads, 2.80 GHz up to 4.00 GHz Max Turbo Frequency / 9 MB Cache, Intel Optane Memory Supported",270.19,Intel,"Electronics, Computers & Accessories, Computer Components, Internal Components, CPU Processors",2.8 GHz core_i5,,,,3.53 ounces,4.57 x 2.76 x 3.98 inches,,1,,,,Core i5
"Intel NUC 11 Pro Performance Kit NUC11PAHi5 (4-Core i5-1135G7, 16GB RAM, 512GB SSD, Iris XE Graphics) Mini Business Gaming PC Desktop, 2 x Thunderbolt 3, Wi-Fi, IST Cable, Windows 10 Pro - 2022",4.3,4,"16GB DDR4 RAM, 512GB PCIe SSD; Bring big performance to small spaces with the NUC 11 Performance Mini Desktop Computer from Intel. Built for snappy processing power, this space-consious computer combines robust processing power with two RAM slots and support for up to two storage drives via an M.2 2280 PCIe 4.0 x4 slot and 2.5"" SATA drive bay., Intel 11th Gen Core i5-1135G7 (4 cores 8 threads, base clock speed 2.4GHz, max turbo to 4.2GHz, 8MB L3 Cache); Integrated Intel Iris Xe Graphics, up to 1.3 GHz, 96 EU units. Expandable to 4 monitors via HDMI, mini DP and 2 x Thunderbolt 3 (adapters needed), the Max resolution of the monitors can be 4K (3840*2160), 2x front, 2x rear USB 3.1 Gen2 ports, USB 3.1, USB 2.0 ports via internal headers,SDXC slot with UHS-II support,Up to 7.1 multichannel digital audio via HDMI, DisplayPort, or Thunderbolt 3 signals,3.5mm front stereo headset jack,Beam-forming, far-field, quad-mic array, with Alexa support,Front Consumer Infrared port., Intel Wi-Fi 6 AX201 802.11AX (2 x 2), Bluetooth 5.0, Ethernet LAN (RJ-45), with bonus Power Cable. Thunderbolt 3 is a hardware interface that utilizes the reversible USB Type-C connector. Doubling the speed of its predecessor, Thunderbolt 3 features a maximum throughput of 40 Gb/s when used with compatible devices. The connector also transmits data via USB 3.1 at up to 10 Gb/s, and dual-bandwidth DisplayPort 1.2 allows you to connect up to two 4K displays simultaneously., Windows 10 Pro 64-bit, free upgrade to Windows 11 Pro. Ideal for Work from Home, Zoom meeting, Online Meeting, Student, Home, Professionals, Small Business, and School Education",499.99,Intel,"Electronics, Computers & Accessories, Computers & Tablets, Desktops, Minis",2 intel_core_i5_1135g7,512 GB SSD,Intel Iris Xe Graphics,Windows 10 Pro,3.32 pounds,4.6 x 4.4 x 2 inches,Black,4,,2 Inches,16 GB,Intel Core i5-1135G7
Intel Core i3-3220T Dual-Core Processor 2.8 Ghz 3MB Cache LGA 1155 - BX80637i33220T,3.8,38,"Intel Hyper-Threading Technology, Intel HD Graphics 2500, Execute Disable Bit",135,Intel,"Electronics, Computers & Accessories, Computer Components, Internal Components, CPU Processors",2.8 GHz core_i3,,,,1 pounds,3 x 4 x 4 inches,,2,,,,Core i3
Intel Core i5-3450S Quad-Core Processor 2.8 GHz 6 MB Cache LGA 1155 - BX80637I53450S,4.2,26,"2.80 GHz, 6 MB L3 Cache, Turbo Boost Technology 2.0",95,Intel,"Electronics, Computers & Accessories, Computer Components, Internal Components, CPU Processors",2.8 GHz core_i5,,,,0.317 ounces,5.7 x 5.2 x 3.2 inches,,4,,,,Core i5
"Intel Core i3-3220 Processor (3M Cache, 3.30 GHz) BX80637i33220",4.1,406,"Process Type: Intel Core i3 Processor i3-3220, Core Count: 2, Clock Speed: 3.3 GHz, Intel Smart Cache: 3 MB, Max Memory Bandwidth: 25.6 GB/s, Socket: LGA1155",85,Intel,"Electronics, Computers & Accessories, Computer Components, Internal Components, CPU Processors",3.3 GHz core_i3,,,,13 ounces,9.5 x 5.5 x 5.75 inches,,2,,,,Core i3
Intel Core I7-2600K I7 2600K 3.4 GHz Quad-Core CPU Processor 8M 95W LGA 1155,1,1,,168.02,Intel,"Electronics, Computers & Accessories, Computer Components, Internal Components, CPU Processors",,,,,,,,,,,,Core i7
Intel BX80601930 Core i7-930 Desktop Processor,3.7,16,"Quad Core, Enhanced Intel SpeedStep Technology, Hyper-Threading Technology, Intel EM64T, Intel Virtualization Technology",270.74,Intel,"Electronics, Computers & Accessories, Computer Components, Internal Components, CPU Processors",,,,,1.54 pounds,,,,,,,Core i7
Intel BX80673I99960X Core i9-9960X X-Series Processor 16 Cores up to 4.4GHz Turbo Unlocked LGA2066 X299 Series 165W Processors (999AC7),4.6,46,"16 Cores/32 Threads, 3.10 GHz up to 4.40 GHz Max Turbo Frequency/22 MB Cache, Quad DDR4-2666 Memory channels;The maximum temperature allowed at the processor: 85°C, Compatible only with Motherboards based on Intel x299 chipsets, Intel Optane Memory supported",1699.99,Intel,"Electronics, Computers & Accessories, Computer Components, Internal Components, CPU Processors",3.1 GHz core_i9,,,,3.53 ounces,4 x 2 x 4.6 inches,,16,,,,Core i9
"Intel NUC NUC7i3DNKE Mini PC/HTPC, Intel Dual-Core i3-7100U 2.4GHz, 8GB DDR4, 128GB SSD, WiFi, Bluetooth, 4k Support, Dual Monitor Capable, Windows 10 Professional 64Bit (8GB Ram + 128GB SSD)",3.4,2,"Intel NUC NUC7i3DNKE Mini PC/HTPC With All New Parts Assembled, 7th Generation Intel Dual-Core i3-7100U 2.4GHz, 3MB Cache, 8GB DDR4 2400MHz, 128GB Solid State Drive m.2 SATA, Intel HD Graphics 620, Wifi, Bluetooth 4.2, Gigabit Ethernet, 4k Support, Dual Monitor Capable, Windows 10 Professional 64Bit, 4x USB 3.0, 2x HDMI, 1x Headphone/Microphone Combo Jack",None,E Retailers,"Electronics, Computers & Accessories, Computers & Tablets, Desktops, Minis",2.4 GHz core_i3,128 GB SSD,Intel HD Graphics 620,Windows 10 Pro,2 pounds,4.5 x 1.4 x 4.4 inches,Silver/Black,2,128 GB,,8 GB,Core i3
Intel Core i3-530 2.93GHz 4MB Dual-core CPU Processor LGA1156 SLBLR SLBX7,5,3,"Frequency: 2933 MHz, Bus speed: 2.5 GT/s DMI, Socket: LGA1156, 2 cores, 4 threads, L2 cache: 2 x 256 KB , L3 cache: 4MB, Thermal Design Power: 73 Watt, Warranty:3 month",17.95,Intel,"Electronics, Computers & Accessories, Computer Components, Internal Components, CPU Processors",2.93 GHz,,,,0.32 ounces,4 x 2 x 1 inches,,2,,,,
"Intel-IMSourcing Cooling Fan/Heatsink - 1 x 90 mm - Socket H2 LGA-1155, Socket H LGA-1156 Compatible Processor Socket - Bulk - E97379-001",4.7,4,"More for the money with this high quality Product, Offers premium quality at outstanding saving, Excellent product, 100% satisfaction",None,Generic,"Electronics, Computers & Accessories, Computer Components, Internal Components, Fans & Cooling",,,,,3 pounds,,,,,,,
